từ,số lần xuất hiện,lí do bị gắn cờ
𝐂𝐡𝐚,2,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝗡,2,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝗽,2,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
tv,2,không có nguyên âm
mp,2,không có nguyên âm
12h,2,trộn chữ và số + không có nguyên âm
aww,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
100d,2,trộn chữ và số + không có nguyên âm
ckđ,2,không có nguyên âm
ts,2,không có nguyên âm
a22,2,trộn chữ và số
wook,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
1k,2,trộn chữ và số + không có nguyên âm
khs,2,không có nguyên âm
dvd,2,không có nguyên âm
500mg,2,trộn chữ và số + không có nguyên âm
hhhhhhhh,2,không có nguyên âm
amazon,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
gift,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
d5,2,trộn chữ và số + không có nguyên âm
xnz,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
xnxxn,2,không có nguyên âm
đjb,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
ndndmdmdmfmdmmdmdmdndndndnnfnfnfnf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
hgtgjgssyhhygrtgoklo,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
jcthjh,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
ỵnghfghj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ghhhhhhh,1,không có nguyên âm
đẹpggffggffffgggggggggggggg,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
dfgbybybtbtvtvtvtvtvh,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
vgvg,1,không có nguyên âm
tvtvrvtvkzjgd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
vvt,1,không có nguyên âm
ggfgghhgyhubybyn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
znnsk,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
jwojwgsujd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
nksbshsj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
nạnahsnbsznmajabsb,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
sgk,1,không có nguyên âm
sbt,1,không có nguyên âm
vbt,1,không có nguyên âm
swash,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
syhsjsnsj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
svdhjssk,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
zgsjsnsn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
zkvjzviaviaviaojlbkzvifs8gsobalsblzbpzv9sg9sgosbzlbzlvzogisgosbzlbzkvzivsosvlzbzogzogs9vslzvozvozvozg8sg8sgosbzlbzl,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
zovgzozvozvlzblzbpznpzjpznpzbosv9sfgsosvpsbpzb9shs9h9,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
jsosjvedvddddkebssqvkesbkwhsoehskekebsbshshdjsjsns,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
cfjmloysaxlmmvxaqeykknbnnhfasukmvxcjjhydzvnj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
nkigbnwish,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
jixugxbn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
dkaiaugbdndjuznz,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
đfgyuujhgđfyjjyu,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
đz,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
dhbhjjjstdjgkhkfhfkjljlxhfohpupyigpjjphi,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
jfe,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
dmqnjdnchkan,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ekdnnfjd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
tgsf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
jsbdkwhxksdkslshxkslbdksbckdkdgskwkdbkxxkvhkdsakzvfmslbcks,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
vvkkj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
lzojahsusus,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
kousvwgw,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
vbchfhchccvxxxgvxvxbxvdvdhchfhfhfjfufrdhrbfcvxsfhdjgmhbchfjgkhcgxdkbm,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
shrghhdhj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
cbmhm,1,không có nguyên âm
mbmb,1,không có nguyên âm
depjd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
coffee,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
fback,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hm,1,không có nguyên âm
zới,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
sdvjkkutdcbnlljgfewqascvnnkh,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
msaf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
xinhhhhhhhhhhhhhjjhbbbb,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
skhsudbhdjdhsujdhduixbxhdujdbd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ghskavacshhj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
3tuần,1,trộn chữ và số
1xx,1,trộn chữ và số + không có nguyên âm
2xx,1,trộn chữ và số + không có nguyên âm
kdultsjgsjfsuarsrdgjxmbxmbxmbmvdjsnrwhwjgdgyxkckhckgdutshtzuxugxicjhhkcugdufshfhochcjohkgdjtwrsuxgihcjvbxgjdjfsjgsjgxychchcjvkbuzhtdjvk,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
kcm,1,không có nguyên âm
djjssj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
kdjdjdjđjjdj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
txtxrtxgiojojjoycctsswaaaetxhvonnobk,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
jh,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
cxxtzrsrrrscuiv,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
sksoisjsnssisidjxbshs,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hahahahahahahahihiihihihihihihij,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
bra12,1,trộn chữ và số
bzjnsjmsnks,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
kkkjajakakaja,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hsvd,1,không có nguyên âm
dksjeirv,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
dje,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
nfs,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
hfdnamwobf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
dbdjwkiebs,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
amqlwoqowberjiekwa,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
bđ,1,không có nguyên âm
keksjsnnxjkskskskskskss,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
đvcc,1,không có nguyên âm
tronf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hnagf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
88k,1,trộn chữ và số + không có nguyên âm
mnnnnnnnnnmnnnnnnnnnnnnnnnmnnmnmmmmmmmmmmmmkmmmmmmmm,1,không có nguyên âm
cguws,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hciciyfutfufyigugvigufugtdugihojbih,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
iddtkydoyddigxogxkdxxoxkgxoydoydiydkydkgdkgxododoydoydlhflyclhclhflhclhxkckyckyxyodktitxiu,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
jrhdhxywiwihdbxheuwwveueucvdjjshw,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
za,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
jennie,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
follow,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ajjjjjjjjjj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hchfbdjodfnfbudjd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
akdkxndkcsnckxnslsjsnclxnckxcksndksndlvns,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ccl,1,không có nguyên âm
lamf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ahiabscsisbsjsvnanankk,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ksknzjknaizjiszbizhus,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
nheieuf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
jegvwnakakwondckwospznbb,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
sjdjfejdkfcidkjdisisdjjcifrnjsieoeofofovvv,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hshshzkzlazkzjzhzhzhzhzjzhzzznznznzn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
tkkm,1,không có nguyên âm
bnsnsjnsjsmslnsksnsjnsksnjznsksknshsbkskksnsknsksknxb,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
ghhcfghbvff,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
qwertyuiopasdfghjklzxcvbnm1234567890,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
chiuf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
cambdjkc,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ndkxj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
dvfncbcjokfnc,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
xnmxkxc,1,không có nguyên âm
cnnnmhkhmgnbbv,1,không có nguyên âm
fnjcjcj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
34k,1,trộn chữ và số + không có nguyên âm
dzoi,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
mngggg,1,không có nguyên âm
𝐎𝖐,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
luọnwng,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
vhjdndkdofjf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
fidkdhdudjdhfsgsgscsydgsgsgsgs,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ckwjnamwjejeiekesndbxhdjkewkananbsjejwkwwjkwkakw,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
nn,1,không có nguyên âm
1th,1,trộn chữ và số + không có nguyên âm
hhhjjjjjjjjjjjjjjjjjj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
71bs8un1s8un1sun28usnu82nsu82sn8u2ndu8nd8u2nsu8wnd8undw9uwndu92ndnssssss,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
hsudhdjj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hdhdj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
ududhdjfjndnd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
xjdkjd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
sjn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
jsjsjsjsh,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
ggg,1,không có nguyên âm
xhsb,1,không có nguyên âm
bdbdjdjdbsjsbsbdbdjdbsjsbdbdbbdbdbbdbdjdjhdhdhd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
bzhdhd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
gfgbhgvudbsbjdbdjdbdjdndbdjdbdjdbdjdbdjdbdndjdjdbjdbdbdndbdbdhbbb,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
nic3,1,trộn chữ và số
100000đ,1,trộn chữ và số + không có nguyên âm
wmwksnssk,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
hâhhhsusoxjxbssgsgshdhdhdhdhdhdhbđhdhdhdhdhdhhhggthdjdjd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
16000mah,1,trộn chữ và số
hdjêj8wjdbiwjwbdhùubbdhsgsgsgshsgsvgsgsgwgwghs,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
mvlalcncjskabcjdkakckakcnakcnd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
gjghcjjybgnn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ajajshsjsjaiaidjgdnsnanananajjsisisksksksk,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
nsbs,1,không có nguyên âm
nsnsnsnsn,1,không có nguyên âm
hendjwkksj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
djdnjfndk,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
sjsmskdnkd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
ejdmdksmvdjdmnd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
vcccc,1,không có nguyên âm
sgsksbgfjekdhxukwkssjbsbsnsnsnsnsnsnsnsnsnsmsns,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1,không có nguyên âm
thanhhien5060,1,trộn chữ và số
slowly,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
dggggjnfuchhjjredhbnkhgfffcnjfscvhihd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
djsjsjsjsjsjsjsjdbjjjjdbdfncsncgzbzylaqvdxhnhcgc,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
11111e,1,trộn chữ và số
hhsjshhhsbsbbsbsbsbbsbhhhhhhhgg,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
ndnnsndk,1,không có nguyên âm
jjsnsns,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
snnsnxksnsndksnxnakznnsajxnkabdjsbdkanzkamnsnsnsmsnxndndndkajfnwkdjksamdnkandiamsmalsnsisnfidnxjxnskxcnjzkak,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
e7euue,1,trộn chữ và số
hgh,1,không có nguyên âm
hgjuh,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hdjfkkfnfjfkkfjfndkjfndbdjcbbdhdb,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
2thỏi,1,trộn chữ và số
hshsuwjehebsbsbsbsbbsbsbsbsbsbzbzbzb,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
6g,1,trộn chữ và số + không có nguyên âm
hậmdhjajansjdjjajajsjajajnđjndndndjdndndnn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
qtdq,1,không có nguyên âm
1tr3,1,trộn chữ và số + không có nguyên âm
uiwhebbs,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
jeoeibejej,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
okwkksksjjsjdjjsjdns,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
revew,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hsfng,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
awww,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ksnxisnhxjsnbxjdnsjs,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
kdldlksjdks,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
sjdjsjjdjsjd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
adjsjjbs,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
caof,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
xxcxnncnxnbbvjkxnsnnsnsekkfmfmfccc,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ỷekdkyfhcymskghxbcbdgchclhgkghinggucujf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
fyjgufugjbvflhhinh,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
