từ,số lần xuất hiện,lí do bị gắn cờ
づ,2,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
bl,2,không có nguyên âm
amazing,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
6k,2,trộn chữ và số + không có nguyên âm
kkkkkkkkk,2,không có nguyên âm
xnx,2,không có nguyên âm
3s,2,trộn chữ và số + không có nguyên âm
flags,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
101cm,2,trộn chữ và số + không có nguyên âm
zz,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
kn,2,không có nguyên âm
ss06,2,trộn chữ và số + không có nguyên âm
mmm,2,không có nguyên âm
20ml,2,trộn chữ và số + không có nguyên âm
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,2,không có nguyên âm
if,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
135k,2,trộn chữ và số + không có nguyên âm
wc,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
159k,2,trộn chữ và số + không có nguyên âm
2drm,2,trộn chữ và số + không có nguyên âm
67k,2,trộn chữ và số + không có nguyên âm
nck,2,không có nguyên âm
mmmmmmmmmmmm,2,không có nguyên âm
2cay,2,trộn chữ và số
23k,2,trộn chữ và số + không có nguyên âm
000p,2,trộn chữ và số + không có nguyên âm
fl,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
goodjob,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
luoengj,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
lew,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
vt10,2,trộn chữ và số + không có nguyên âm
15p,2,trộn chữ và số + không có nguyên âm
flan,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
dns,2,không có nguyên âm
hsg,2,không có nguyên âm
dx,2,không có nguyên âm
fai,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
1l,2,trộn chữ và số + không có nguyên âm
nl03,2,trộn chữ và số + không có nguyên âm
1tuần,2,trộn chữ và số
sw,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
gr,2,không có nguyên âm
zờiii,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
3p,2,trộn chữ và số + không có nguyên âm
bnh,2,không có nguyên âm
mnn,2,không có nguyên âm
bvbhhhjhhgghhjjjkkjjjjjjjjjjjjjjjjnnj,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
hhhhhhhhhhh,2,không có nguyên âm
fs,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
wrong,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
𝗰𝗵,2,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝗻,2,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝗴𝗶𝗮,2,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
a13,2,trộn chữ và số
bj,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
nhx,2,không có nguyên âm
microsoft,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
𝐂𝐡𝐚,2,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝗡,2,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝗽,2,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
mp,2,không có nguyên âm
chn,2,không có nguyên âm
nmn,2,không có nguyên âm
12h,2,trộn chữ và số + không có nguyên âm
aww,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
100d,2,trộn chữ và số + không có nguyên âm
ckđ,2,không có nguyên âm
ts,2,không có nguyên âm
html,2,không có nguyên âm
a22,2,trộn chữ và số
wook,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
bsbs,2,không có nguyên âm
500ml,2,trộn chữ và số + không có nguyên âm
1lọ,2,trộn chữ và số
bbc,2,không có nguyên âm
1k,2,trộn chữ và số + không có nguyên âm
khs,2,không có nguyên âm
dvd,2,không có nguyên âm
500mg,2,trộn chữ và số + không có nguyên âm
amazon,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
gift,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
bbbbbbbbb,2,không có nguyên âm
dkd,2,không có nguyên âm
d5,2,trộn chữ và số + không có nguyên âm
xnz,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
xnxxn,2,không có nguyên âm
đjb,2,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
st30k_km4g,2,trộn chữ và số + không có nguyên âm
ndndmdmdmfmdmmdmdmdndndndnnfnfnfnf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
obdhsjdbdhdjdjdjsgs,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
dnkssushgdcsgsgshjsjsvevssnskjshsvshsjsj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hgtgjgssyhhygrtgoklo,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
jcthjh,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
ỵnghfghj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
whuxe57https,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
ghhhhhhh,1,không có nguyên âm
đẹpggffggffffgggggggggggggg,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
dfgbybybtbtvtvtvtvtvh,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
vgvg,1,không có nguyên âm
tvtvrvtvkzjgd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
vvt,1,không có nguyên âm
ggfgghhgyhubybyn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
únnsnxnhywbbhsnnznnznznxjxjxkxnjxjxjjxxjxjjjjxjxjjxjxjxnznnznznznnznznnnznzhsuskkcnncbx,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
znnsk,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
jwojwgsujd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
nksbshsj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
nạnahsnbsznmajabsb,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
sgk,1,không có nguyên âm
sbt,1,không có nguyên âm
vbt,1,không có nguyên âm
swash,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hsjasijsbsbsbsbsbsbbsnananananansnzznnanansnsnsnsnanan,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
syhsjsnsj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
svdhjssk,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
zgsjsnsn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
zkvjzviaviaviaojlbkzvifs8gsobalsblzbpzv9sg9sgosbzlbzlvzogisgosbzlbzkvzivsosvlzbzogzogs9vslzvozvozvozg8sg8sgosbzlbzl,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
zovgzozvozvlzblzbpznpzjpznpzbosv9sfgsosvpsbpzb9shs9h9,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
jsosjvedvddddkebssqvkesbkwhsoehskekebsbshshdjsjsns,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
cfjmloysaxlmmvxaqeykknbnnhfasukmvxcjjhydzvnj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
nkigbnwish,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
jixugxbn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
dkaiaugbdndjuznz,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
đfgyuujhgđfyjjyu,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
2friends,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
rghsdi2nnisnnmkmmmkm,1,trộn chữ và số
jjjsnnssmnsnsnsjjsajnana,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
đz,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
dhbhjjjstdjgkhkfhfkjljlxhfohpupyigpjjphi,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
jfe,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
dmqnjdnchkan,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ekdnnfjd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
tgsf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
jsbdkwhxksdkslshxkslbdksbckdkdgskwkdbkxxkvhkdsakzvfmslbcks,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
vvkkj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
lzojahsusus,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
kousvwgw,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
sjsjshsbsishwwhdhhdbdkwowhweuwjedn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
đkdijeendjudbeeidudhheeuwiwod,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
fmdkjdvsiwyowgeu2icsiuw,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
jsisveoeywobslx,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
djshsnsbsibewnshiehwishod,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
dbdishwnsbidbsbshshsiwhiwuwuuwoqmdbhyx,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
vbchfhchccvxxxgvxvxbxvdvdhchfhfhfjfufrdhrbfcvxsfhdjgmhbchfjgkhcgxdkbm,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
shrghhdhj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
cbmhm,1,không có nguyên âm
mbmb,1,không có nguyên âm
depjd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
coffee,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hyycgguuuhhgghhjuiuuuuuuhhgghgghhhhhhhhhhhhhhhhhhhhjjjjjjjjjjjjjjjjjjjj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
fback,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hm,1,không có nguyên âm
zới,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
xgkgxygoxigxgdskuraursurazcbvlcyoxdixitxtxktxtxixtxt,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
sgbthygbghfetujbgfdgghhhhgftygjjjhgfdhjjyffeffgggee,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
nsnxhsnjsjsksbzjxbhhshsbsbxhhshshbsbsnsnsnksndndjdn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
ozdyoxhdpfxufupxfxupfupxufyfoyofyozyfzozroyzyofoyzfyfoz,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
sdvjkkutdcbnlljgfewqascvnnkh,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
msaf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
xinhhhhhhhhhhhhhjjhbbbb,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hdjsjshjsjshshsbshshbsbwhsbshdbdhsjsbsbhshshsbsbshhs,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
skhsudbhdjdhsujdhduixbxhdujdbd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ghskavacshhj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
3tuần,1,trộn chữ và số
1xx,1,trộn chữ và số + không có nguyên âm
2xx,1,trộn chữ và số + không có nguyên âm
kdultsjgsjfsuarsrdgjxmbxmbxmbmvdjsnrwhwjgdgyxkckhckgdutshtzuxugxicjhhkcugdufshfhochcjohkgdjtwrsuxgihcjvbxgjdjfsjgsjgxychchcjvkbuzhtdjvk,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
kcm,1,không có nguyên âm
djjssj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
kdjdjdjđjjdj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
txtxrtxgiojojjoycctsswaaaetxhvonnobk,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
jh,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
cxxtzrsrrrscuiv,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
sksoisjsnssisidjxbshs,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hahahahahahahahihiihihihihihihij,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
bra12,1,trộn chữ và số
bzjnsjmsnks,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
dajn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
kknncxdchjjjvaabnkjbvfvnnnnn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
nnbbdahnnvdgjjjbbghjknncdvjjbnbgfdchhbhgcgghjjhhgggffhhyrdhijnn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
kkkjajakakaja,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hsvd,1,không có nguyên âm
dksjeirv,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
nfs,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
hfdnamwobf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
dbdjwkiebs,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
amqlwoqowberjiekwa,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
bđ,1,không có nguyên âm
keksjsnnxjkskskskskskss,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
đvcc,1,không có nguyên âm
tronf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hnagf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
tgghhgcfcyjfykrjgdgjjfdutdtusutstustustustusttjgst,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
88k,1,trộn chữ và số + không có nguyên âm
mnnnnnnnnnmnnnnnnnnnnnnnnnmnnmnmmmmmmmmmmmmkmmmmmmmm,1,không có nguyên âm
jsjsjjsksksksjdjrjjr,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
djosoqjrbrheoowldofp3ppwpdk,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
ffowowo,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
j3iducyjsjsf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
lwpakdjh3vtvfjspapjs,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
jdoaoqmbdbdbdneksofuiwowkskdnjrkalkcjc,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
cguws,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hciciyfutfufyigugvigufugtdugihojbih,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
iddtkydoyddigxogxkdxxoxkgxoydoydiydkydkgdkgxododoydoydlhflyclhclhflhclhxkckyckyxyodktitxiu,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
jrhdhxywiwihdbxheuwwveueucvdjjshw,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hhshshsbdbdbdhjdjdjdndndndndndndbdbdbdbdbdbdbdbdbdbdbd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
za,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
jennie,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
follow,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ugf5sbbobdey8u9,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
hx4wfibi,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
ajjjjjjjjjj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
sbsbbdbdbdbd,1,không có nguyên âm
dbdbdbensnensnnensjejejejejejejejejeiueueuejehe,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
st15k,1,trộn chữ và số + không có nguyên âm
hchfbdjodfnfbudjd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
akdkxndkcsnckxnslsjsnclxnckxcksndksndlvns,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ccl,1,không có nguyên âm
lamf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ahiabscsisbsjsvnanankk,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
